None,ticker,datekey,date,revenue,eps,ebitda,netinc,roe,evebitda,fcfps,pb,pe,marketcap,ebit,currentratio,capex,ncfo,equity,de,year
18299,BEAM2,2008-02-28,2007-12-31,8563100000.0,4.98,1682900000.0,762600000.0,0.146,8.619,4.56,1.818,13.553,10335505732.0,1402500000.0,1.806,-267100000.0,965300000.0,5685500000.0,1.357,2007
18300,BEAM2,2007-03-01,2006-12-31,8769000000.0,5.56,1728300000.0,830100000.0,0.192,10.366,5.374,2.596,14.787,12274446314.0,1473600000.0,1.562,-181400000.0,982700000.0,4728000000.0,1.984,2006
18301,BEAM2,2006-03-09,2005-12-31,7061200000.0,4.26,1328900000.0,621100000.0,0.177,12.997,4.032,3.166,18.581,11540802029.0,1104500000.0,1.133,-215600000.0,802700000.0,3645600000.0,2.518,2005
18302,BEAM2,2005-03-14,2004-12-31,7320900000.0,5.4,1375700000.0,783800000.0,0.269,9.81,3.972,3.661,14.991,11750284931.0,1154700000.0,1.298,-215600000.0,791900000.0,3209600000.0,1.34,2004
18303,BEAM2,2004-03-12,2003-12-31,6214500000.0,3.97,1134800000.0,579200000.0,0.232,10.838,4.181,3.835,18.007,10429735836.0,942200000.0,1.069,-181900000.0,790700000.0,2719500000.0,1.602,2003
18304,BEAM2,2003-03-12,2002-12-31,5677700000.0,3.51,992600000.0,525600000.0,0.228,7.185,4.02,2.599,11.437,6011316147.0,813900000.0,1.256,-186400000.0,787000000.0,2313200000.0,1.345,2002
18305,BEAM2,2002-03-29,2001-12-31,5678700000.0,2.55,795900000.0,386000000.0,0.182,10.462,2.895,3.513,19.134,7385850691.0,577200000.0,1.565,-204000000.0,643100000.0,2102700000.0,1.335,2001
18306,BEAM2,2001-03-09,2000-12-31,5844500000.0,-0.88,409400000.0,-137700000.0,-0.055,16.9,1.651,2.332,-36.179,4981822672.0,172700000.0,1.11,-212200000.0,472400000.0,2135900000.0,1.699,2000
18307,BEAM2,1999-03-31,1998-12-31,5240900000.0,1.52,835200000.0,263100000.0,,7.691,0.922,,24.569,6464154658.0,584100000.0,,-245400000.0,404200000.0,,,1998
18308,BDX,2024-11-27,2024-12-31,20178000000.0,5.88,4819000000.0,1705000000.0,0.066,17.106,10.629,2.479,37.642,64179328198.0,2533000000.0,1.169,-725000000.0,3798000000.0,25890000000.0,1.213,2024
18309,BDX,2023-11-21,2023-12-31,19372000000.0,4.97,4356000000.0,1484000000.0,0.055,19.05,7.283,2.659,48.162,68582073612.0,2068000000.0,1.306,-874000000.0,2989000000.0,25796000000.0,1.046,2023
18310,BDX,2022-11-22,2022-12-31,18870000000.0,5.93,4554000000.0,1779000000.0,0.068,17.934,5.861,2.641,39.53,66766170589.0,2325000000.0,1.042,-973000000.0,2634000000.0,25282000000.0,1.094,2022
18311,BDX,2021-11-24,2021-12-31,20248000000.0,6.92,4984000000.0,2092000000.0,0.082,16.984,12.027,2.932,34.682,69432404856.0,2711000000.0,1.334,-1231000000.0,4647000000.0,23677000000.0,1.275,2021
18312,BDX,2020-11-25,2020-12-31,17117000000.0,2.75,3667000000.0,874000000.0,0.034,22.085,9.409,2.776,86.015,65973434142.0,1513000000.0,1.537,-810000000.0,3539000000.0,23765000000.0,1.273,2020
18313,BDX,2019-11-27,2019-12-31,17290000000.0,4.01,4069000000.0,1234000000.0,0.051,21.929,8.774,3.341,65.09,70427755877.0,1816000000.0,1.178,-957000000.0,3330000000.0,21081000000.0,1.456,2019
18314,BDX,2018-11-21,2018-12-31,15983000000.0,0.62,3857000000.0,311000000.0,0.008,22.087,7.344,3.093,408.359,64929151798.0,1879000000.0,1.027,-895000000.0,2865000000.0,20994000000.0,1.568,2018
18315,BDX,2017-11-22,2017-12-31,12093000000.0,4.7,2585000000.0,1100000000.0,0.1,21.59,7.996,3.948,49.631,51119580487.0,1497000000.0,5.575,-727000000.0,2550000000.0,12948000000.0,1.914,2017
18316,BDX,2016-11-23,2016-12-31,12483000000.0,4.59,2575000000.0,976000000.0,0.128,17.779,8.671,4.686,36.651,35771604186.0,1461000000.0,1.447,-718000000.0,2559000000.0,7633000000.0,2.352,2016
18317,BDX,2015-11-25,2015-12-31,10282000000.0,3.43,2001000000.0,695000000.0,0.104,21.506,5.206,4.416,45.519,31635769685.0,1110000000.0,1.378,-633000000.0,1730000000.0,7164000000.0,2.744,2015
18318,BDX,2014-11-26,2014-12-31,8446000000.0,6.13,2219000000.0,1185000000.0,0.228,13.172,5.693,5.367,22.885,27118734446.0,1657000000.0,2.743,-653000000.0,1746000000.0,5053000000.0,1.463,2014
18319,BDX,2013-11-27,2013-12-31,8054000000.0,6.63,2213000000.0,1293000000.0,0.275,10.495,4.725,4.193,16.353,21144651126.0,1667000000.0,2.757,-588000000.0,1505000000.0,5043000000.0,1.409,2013
18320,BDX,2012-11-21,2012-12-31,7708382000.0,5.69,2178403000.0,1169927000.0,0.266,8.091,6.126,3.658,12.933,15130298503.0,1667465000.0,2.691,-553644000.0,1760228000.0,4135889000.0,1.747,2012
18321,BDX,2011-11-23,2011-12-31,7828904000.0,5.75,2310513000.0,1270994000.0,0.253,7.25,5.169,3.15,11.965,15207809956.0,1806424000.0,2.56,-605257000.0,1716000000.0,4828175000.0,1.16,2011
18322,BDX,2010-11-24,2010-12-31,7372333000.0,5.62,2355806000.0,1317610000.0,0.251,7.83,4.835,3.306,13.634,17964571288.0,1853693000.0,2.695,-632465000.0,1744268000.0,5434580000.0,0.776,2010
18323,BDX,2009-11-25,2009-12-31,7160874000.0,5.12,2168393000.0,1231603000.0,0.247,8.489,4.285,3.483,14.542,17909588553.0,1698200000.0,2.615,-700691000.0,1716816000.0,5142712000.0,0.809,2009
18324,BDX,2008-11-26,2008-12-31,7155910000.0,4.61,2066450000.0,1126996000.0,0.232,7.638,4.261,3.132,13.718,15459699447.0,1589028000.0,2.552,-651287000.0,1687099000.0,4935568000.0,0.603,2008
18325,BDX,2007-11-23,2007-12-31,6359708000.0,3.63,1725572000.0,890033000.0,0.214,12.183,2.713,4.67,22.887,20370487242.0,1284231000.0,2.117,-578728000.0,1240436000.0,4361957000.0,0.68,2007
18326,BDX,2006-11-30,2006-12-31,5834827000.0,3.04,1502787000.0,752280000.0,0.21,12.026,2.41,4.611,23.514,17688836049.0,1097692000.0,2.021,-482101000.0,1076400000.0,3836204000.0,0.779,2006
18327,BDX,2005-12-09,2005-12-31,5414681000.0,2.87,1478003000.0,722263000.0,0.217,10.065,3.521,4.461,20.285,14651260055.0,1090507000.0,2.29,-336550000.0,1223929000.0,3283952000.0,0.849,2005
18328,BDX,2004-12-13,2004-12-31,4934745000.0,1.85,1024597000.0,467402000.0,0.151,14.58,3.14,4.706,30.888,14437258167.0,667373000.0,2.515,-304908000.0,1100260000.0,3067863000.0,0.875,2004
18329,BDX,2003-12-23,2003-12-31,4527940000.0,2.14,1090722000.0,547056000.0,0.198,10.029,2.277,3.505,18.559,10152579730.0,746266000.0,2.241,-325819000.0,905700000.0,2896954000.0,0.923,2003
18330,BDX,2002-12-20,2002-12-31,4033069000.0,1.85,966758000.0,479982000.0,0.197,9.232,1.927,3.188,16.522,7930461789.0,661893000.0,1.54,-341079000.0,836033000.0,2487974000.0,1.026,2002
18331,BDX,2001-12-21,2001-12-31,3754302000.0,1.55,901114000.0,401652000.0,0.184,10.902,1.297,3.723,21.583,8669006975.0,595414000.0,1.394,-442985000.0,778645000.0,2328767000.0,1.062,2001
18332,BDX,2000-12-21,2000-12-31,3618334000.0,1.54,882386000.0,392897000.0,0.207,10.881,0.741,4.209,20.954,8232714009.0,594131000.0,1.227,-426769000.0,615493000.0,1955998000.0,1.303,2000
18333,BDX,1999-12-10,1999-12-31,3418412000.0,1.09,703570000.0,275719000.0,0.162,11.499,0.22,3.712,23.809,6564585210.0,444707000.0,1.267,-376583000.0,431792000.0,1768688000.0,1.509,1999
18334,BDX,1998-12-16,1998-12-31,3116873000.0,0.95,625955000.0,236568000.0,0.159,17.144,1.287,5.988,40.852,9664257429.0,397206000.0,1.413,-181416000.0,500762000.0,1613820000.0,1.383,1998
18335,BDK,2010-02-19,2009-12-31,4775100000.0,2.18,382200000.0,132500000.0,0.111,13.045,6.905,3.352,32.861,4354034081.0,254200000.0,2.51,-59900000.0,485600000.0,1299100000.0,3.23,2009
18336,BDK,2009-02-17,2008-12-31,6086100000.0,4.91,563700000.0,293600000.0,0.216,5.056,5.77,1.422,5.448,1599563416.0,427100000.0,1.755,-78400000.0,425400000.0,1124800000.0,3.608,2008
18337,BDK,2008-02-15,2007-12-31,6563200000.0,8.06,723300000.0,518100000.0,0.412,7.475,10.218,2.847,8.015,4152567230.0,579900000.0,1.51,-103400000.0,725900000.0,1458700000.0,2.709,2007
18338,BDK,2007-02-15,2006-12-31,6447300000.0,6.74,893100000.0,486100000.0,0.361,8.0,8.122,4.984,11.93,5799057857.0,738200000.0,1.519,-89900000.0,622700000.0,1163600000.0,3.51,2006
18339,BDK,2006-02-15,2005-12-31,6523700000.0,6.87,1015200000.0,543900000.0,0.35,7.258,6.844,4.321,12.104,6583114813.0,864600000.0,1.479,-98400000.0,628000000.0,1523600000.0,2.818,2005
18340,BDK,2005-02-18,2004-12-31,5398400000.0,5.72,783800000.0,456000000.0,0.372,9.468,6.422,4.32,14.765,6732853622.0,641300000.0,1.633,-91800000.0,619100000.0,1558700000.0,2.548,2004
18341,BDK,2004-03-04,2003-12-31,4482700000.0,3.76,565300000.0,293000000.0,0.427,8.539,6.158,4.984,14.4,4219185830.0,431900000.0,1.679,-87500000.0,570600000.0,846500000.0,3.988,2003
18342,BDK,2003-02-14,2002-12-31,4394000000.0,2.86,493000000.0,229700000.0,0.293,7.151,4.575,4.667,12.182,2798118668.0,365200000.0,1.509,-92000000.0,451600000.0,599600000.0,5.889,2002
18343,BDK,2002-02-28,2001-12-31,4333100000.0,1.34,399000000.0,108000000.0,0.143,12.196,3.213,5.157,35.863,3873243126.0,239600000.0,1.768,-122500000.0,379100000.0,751000000.0,4.345,2001
18344,BDK,2001-02-23,2000-12-31,4560800000.0,3.37,672200000.0,282000000.0,0.382,6.763,1.914,4.957,12.171,3432299740.0,508800000.0,1.202,-195400000.0,349900000.0,692400000.0,4.907,2000
18345,BDK,2000-02-15,1999-12-31,4520500000.0,3.45,697100000.0,300300000.0,0.453,6.318,2.772,4.129,11.015,3307856174.0,537100000.0,1.215,-133800000.0,375500000.0,801100000.0,4.009,1999
18346,BDK,1999-03-16,1998-12-31,4559900000.0,-8.22,-318700000.0,-754800000.0,-1.177,-17.868,2.749,7.703,-5.858,4421688999.0,-473900000.0,1.274,-125600000.0,366300000.0,574000000.0,5.712,1998
18347,BCR,2017-02-13,2016-12-31,3714000000.0,7.15,931600000.0,531400000.0,0.328,19.177,6.196,10.345,32.611,17329703955.0,718200000.0,2.089,-100300000.0,546600000.0,1675100000.0,2.168,2016
18348,BCR,2016-02-12,2015-12-31,3416000000.0,1.8,587400000.0,135400000.0,0.085,23.684,9.428,9.307,100.038,13545082760.0,394300000.0,1.659,-102900000.0,798100000.0,1455300000.0,2.396,2015
18349,BCR,2015-02-18,2014-12-31,3323600000.0,3.83,664700000.0,294500000.0,0.16,20.376,7.183,7.242,44.385,13071450087.0,490600000.0,3.331,-126600000.0,660000000.0,1804900000.0,1.822,2014
18350,BCR,2014-02-19,2013-12-31,3049500000.0,8.54,1404800000.0,689800000.0,0.391,7.913,13.589,5.169,15.648,10793696217.0,1258400000.0,3.564,-69100000.0,1123300000.0,2088200000.0,1.414,2013
18351,BCR,2013-02-20,2012-12-31,2958100000.0,6.24,908300000.0,530100000.0,0.278,9.507,7.196,4.231,15.368,8146706005.0,772000000.0,4.127,-72600000.0,661200000.0,1925700000.0,1.156,2012
18352,BCR,2012-02-23,2011-12-31,2896400000.0,3.75,662300000.0,328000000.0,0.178,12.608,7.734,4.422,24.026,7880497781.0,547200000.0,1.865,-71400000.0,721500000.0,1782200000.0,1.206,2011
18353,BCR,2011-02-24,2010-12-31,2720200000.0,5.39,834900000.0,509200000.0,0.247,10.208,6.898,5.018,16.077,8186286636.0,730000000.0,3.845,-51200000.0,637800000.0,1631500000.0,0.944,2010
18354,BCR,2010-02-25,2009-12-31,2534900000.0,4.66,775500000.0,460100000.0,0.215,9.585,5.971,3.607,17.296,7957755328.0,682000000.0,5.296,-48100000.0,619300000.0,2205900000.0,0.318,2009
18355,BCR,2009-02-26,2008-12-31,2452100000.0,4.19,652900000.0,416500000.0,0.218,11.713,4.683,4.091,19.423,8089705021.0,562000000.0,4.959,-50600000.0,516200000.0,1977200000.0,0.348,2008
18356,BCR,2008-02-26,2007-12-31,2202000000.0,3.96,669200000.0,406400000.0,0.218,14.223,4.917,5.333,24.251,9855731218.0,589200000.0,4.409,-47700000.0,552700000.0,1848000000.0,0.34,2007
18357,BCR,2007-03-01,2006-12-31,1985500000.0,2.63,439400000.0,272100000.0,0.163,17.927,2.54,4.796,29.926,8142803466.0,364500000.0,3.832,-70400000.0,333300000.0,1698000000.0,0.341,2006
18358,BCR,2007-02-27,2006-12-31,1985500000.0,2.63,439400000.0,272100000.0,0.163,18.186,2.54,4.862,30.343,8256399963.0,364500000.0,3.832,-70400000.0,333300000.0,1698000000.0,0.341,2006
18359,BCR,2006-02-23,2005-12-31,1771300000.0,3.22,525600000.0,337100000.0,0.223,12.345,2.9,4.519,20.592,6941461351.0,461800000.0,1.973,-97200000.0,401100000.0,1536100000.0,0.475,2005
18360,BCR,2005-02-28,2004-12-31,1656100000.0,2.9,481600000.0,302800000.0,0.244,13.653,1.985,5.121,23.001,6964721292.0,426900000.0,2.7,-70000000.0,277200000.0,1360100000.0,0.477,2004
18361,BCR,2004-03-12,2003-12-31,1433100000.0,1.63,280400000.0,168500000.0,0.168,16.528,1.859,4.67,28.984,4883732729.0,235700000.0,2.074,-70600000.0,262800000.0,1045700000.0,0.618,2003
18362,BCR,2003-02-24,2002-12-31,1273800000.0,1.49,265900000.0,155000000.0,0.184,11.613,2.224,3.36,19.083,2957804283.0,223600000.0,2.392,-41000000.0,272300000.0,880400000.0,0.609,2002
18363,BCR,2002-03-12,2001-12-31,1181300000.0,1.4,272300000.0,143200000.0,0.204,11.254,2.101,3.725,20.518,2938133991.0,219100000.0,2.761,-27400000.0,248100000.0,788700000.0,0.561,2001
18364,BCR,2001-03-13,2000-12-31,1098800000.0,1.055,222900000.0,106900000.0,0.178,10.781,1.845,3.615,20.76,2219204486.0,173300000.0,2.346,-19400000.0,206700000.0,613900000.0,0.774,2000
18365,BCR,2000-03-30,1999-12-31,1036500000.0,1.155,241700000.0,118100000.0,0.21,9.089,0.636,3.353,16.304,1925491083.0,192600000.0,1.501,-26100000.0,90500000.0,574300000.0,0.961,1999
18366,BCR,1999-03-31,1998-12-31,1164700000.0,2.27,549500000.0,252300000.0,0.441,4.971,1.601,4.572,10.285,2595014573.0,490800000.0,1.613,-43800000.0,208200000.0,567600000.0,0.902,1998
18367,BC,2025-02-14,2024-12-31,5237100000.0,1.94,599500000.0,130100000.0,0.065,10.872,4.152,2.282,33.188,4317720374.0,310700000.0,1.652,-152400000.0,431400000.0,1892300000.0,2.0,2024
18368,BC,2024-02-16,2023-12-31,6401400000.0,5.99,1002000000.0,420400000.0,0.202,7.961,6.54,2.822,14.013,5891038980.0,729100000.0,1.432,-274500000.0,733600000.0,2087400000.0,1.985,2023
18369,BC,2023-02-16,2022-12-31,6812200000.0,9.05,1178600000.0,677000000.0,0.337,7.035,2.795,3.082,9.296,6293374853.0,947400000.0,1.809,-377000000.0,586100000.0,2042300000.0,2.095,2022
18370,BC,2022-02-16,2021-12-31,5846200000.0,7.63,978300000.0,593300000.0,0.331,9.222,4.037,3.917,12.636,7497075398.0,800200000.0,1.473,-259900000.0,574000000.0,1914200000.0,1.834,2021
18371,BC,2021-02-16,2020-12-31,4347500000.0,4.7,691400000.0,372700000.0,0.264,11.087,7.813,4.751,19.251,7174721056.0,538000000.0,1.548,-179500000.0,798300000.0,1510000000.0,1.497,2020
18372,BC,2020-02-18,2019-12-31,4108400000.0,-1.54,164000000.0,-131000000.0,-0.091,36.621,2.452,3.965,-39.377,5158419964.0,25300000.0,1.616,-225300000.0,434200000.0,1300900000.0,1.74,2019
18373,BC,2019-02-19,2018-12-31,5159200000.0,3.03,520000000.0,265300000.0,0.173,10.45,1.716,2.854,17.025,4516775258.0,370400000.0,1.496,-186700000.0,337000000.0,1582600000.0,1.708,2018
18374,BC,2018-02-20,2017-12-31,4510000000.0,1.64,427000000.0,146400000.0,0.096,11.787,2.453,3.408,34.521,5053806144.0,328800000.0,1.784,-181000000.0,400300000.0,1482900000.0,1.265,2017
18375,BC,2017-02-17,2016-12-31,4488500000.0,3.03,522700000.0,276000000.0,0.198,10.293,2.521,3.73,19.462,5371485060.0,418800000.0,1.75,-192000000.0,421900000.0,1440100000.0,1.281,2016
18376,BC,2016-02-17,2015-12-31,4105700000.0,2.6,445900000.0,241400000.0,0.192,8.237,2.08,3.039,16.132,3894261903.0,357000000.0,2.186,-130100000.0,323500000.0,1281300000.0,1.46,2015
18377,BC,2015-02-20,2014-12-31,3838700000.0,2.63,449700000.0,245700000.0,0.208,11.094,1.256,4.355,20.763,5101564006.0,368500000.0,2.186,-119000000.0,236600000.0,1171500000.0,1.676,2014
18378,BC,2014-02-14,2013-12-31,3887500000.0,8.43,355000000.0,769200000.0,1.84,11.566,0.436,3.861,5.212,4009030385.0,267500000.0,1.708,-130300000.0,170100000.0,1038400000.0,1.808,2013
18379,BC,2013-02-21,2012-12-31,3717600000.0,0.56,241700000.0,50000000.0,0.397,14.418,0.716,41.318,64.208,3210396715.0,151700000.0,1.451,-96400000.0,160700000.0,77700000.0,30.199,2012
18380,BC,2012-02-23,2011-12-31,3748000000.0,0.81,275600000.0,71900000.0,0.519,8.926,0.335,68.785,29.561,2125451365.0,171100000.0,1.493,-59200000.0,89100000.0,30900000.0,79.712,2011
18381,BC,2011-02-18,2010-12-31,3403300000.0,-1.25,139000000.0,-110600000.0,-0.65,17.506,1.742,30.598,-19.477,2154105850.0,9700000.0,1.614,-50500000.0,205400000.0,70400000.0,37.04,2010
18382,BC,2010-02-23,2009-12-31,2776100000.0,-6.63,-441300000.0,-586200000.0,-1.549,-3.064,1.19,4.887,-1.753,1027724277.0,-598600000.0,1.609,-20300000.0,125500000.0,210300000.0,11.883,2009
18383,BC,2009-02-24,2008-12-31,4708700000.0,-8.93,-400800000.0,-788100000.0,-0.535,-1.753,-0.972,0.395,-0.366,288294759.0,-578000000.0,1.735,-73700000.0,-12100000.0,729900000.0,3.417,2008
18384,BC,2008-02-22,2007-12-31,5671200000.0,1.24,357100000.0,111600000.0,0.059,5.155,1.3,0.763,12.939,1443983821.0,177000000.0,1.631,-197600000.0,314300000.0,1892900000.0,1.306,2007
18385,BC,2007-02-23,2006-12-31,5665000000.0,1.42,408200000.0,133900000.0,0.067,8.66,1.249,1.652,23.092,3092014943.0,240900000.0,1.607,-197900000.0,315300000.0,1871800000.0,1.378,2006
18386,BC,2006-03-01,2005-12-31,5923800000.0,3.95,711200000.0,385400000.0,0.201,5.63,2.179,1.904,9.773,3766664588.0,549000000.0,1.712,-220200000.0,432900000.0,1978800000.0,1.336,2005
18387,BC,2005-03-04,2004-12-31,5229300000.0,2.82,581200000.0,269800000.0,0.168,8.39,2.691,2.708,17.188,4637209769.0,423700000.0,1.674,-157900000.0,415200000.0,1712300000.0,1.538,2004
18388,BC,2004-03-03,2003-12-31,4128700000.0,1.48,392700000.0,135200000.0,0.067,10.129,2.662,2.809,27.484,3715831259.0,242100000.0,1.557,-152300000.0,395100000.0,1323000000.0,1.723,2003
18389,BC,2003-03-11,2002-12-31,3711900000.0,0.87,328200000.0,78400000.0,0.034,5.626,3.484,0.743,20.145,1579335135.0,179800000.0,1.651,-99400000.0,413000000.0,2126700000.0,0.602,2002
18390,BC,2002-03-08,2001-12-31,3370800000.0,0.93,342600000.0,81800000.0,0.038,8.688,2.804,1.14,29.889,2444907732.0,182200000.0,1.552,-84600000.0,330800000.0,2144900000.0,0.472,2001
18391,BC,2001-03-09,2000-12-31,3811900000.0,-1.08,241700000.0,-95800000.0,-0.044,10.859,1.136,0.96,-20.618,1975207795.0,92900000.0,1.468,-156000000.0,256800000.0,2057300000.0,0.651,2000
18392,BC,2000-02-28,1999-12-31,4283800000.0,0.41,281600000.0,37900000.0,0.014,7.902,1.099,0.632,42.103,1595715328.0,116000000.0,1.45,-198100000.0,299200000.0,2523500000.0,0.329,1999
18393,BC,1999-03-24,1998-12-31,3945200000.0,1.9,513900000.0,186300000.0,0.07,4.588,2.35,0.659,9.01,1678608629.0,354200000.0,1.403,-198000000.0,429000000.0,2545700000.0,0.317,1998
18394,BBY,2025-03-19,2024-12-31,41528000000.0,4.31,2216000000.0,927000000.0,0.307,8.155,6.468,5.554,16.825,15596966990.0,1350000000.0,1.026,-706000000.0,2098000000.0,2808000000.0,4.264,2024
18395,BBY,2024-03-15,2023-12-31,43452000000.0,5.7,2597000000.0,1241000000.0,0.432,7.447,3.101,5.504,13.541,16804056438.0,1674000000.0,0.998,-795000000.0,1470000000.0,3053000000.0,3.902,2023
18396,BBY,2023-03-17,2022-12-31,46298000000.0,6.31,2742000000.0,1419000000.0,0.496,6.869,3.977,5.986,11.79,16730649400.0,1824000000.0,0.98,-930000000.0,1824000000.0,2795000000.0,4.654,2022
18397,BBY,2022-03-18,2021-12-31,51761000000.0,9.94,3922000000.0,2454000000.0,0.622,6.104,10.19,7.595,9.347,22937194671.0,3053000000.0,0.987,-737000000.0,3252000000.0,3020000000.0,4.796,2021
18398,BBY,2021-03-19,2020-12-31,47262000000.0,6.93,3268000000.0,1798000000.0,0.453,8.611,16.233,6.443,16.436,29552803894.0,2429000000.0,1.192,-713000000.0,4927000000.0,4587000000.0,3.157,2020
18399,BBY,2020-03-23,2019-12-31,43638000000.0,5.82,2869000000.0,1541000000.0,0.465,5.182,6.878,3.744,8.453,13025871142.0,2057000000.0,1.099,-743000000.0,2565000000.0,3479000000.0,3.481,2019
18400,BBY,2019-03-28,2018-12-31,42879000000.0,5.3,2731000000.0,1464000000.0,0.453,6.755,5.749,5.759,13.006,19040891987.0,1961000000.0,1.181,-819000000.0,2408000000.0,3306000000.0,2.902,2018
18401,BBY,2018-04-02,2017-12-31,42151000000.0,3.33,2576000000.0,1000000000.0,0.241,7.663,4.844,5.394,19.485,19484620830.0,1893000000.0,1.257,-686000000.0,2141000000.0,3612000000.0,2.613,2017
18402,BBY,2017-03-24,2016-12-31,39403000000.0,3.86,2563000000.0,1228000000.0,0.277,5.068,6.339,2.944,11.29,13863621174.0,1909000000.0,1.477,-526000000.0,2545000000.0,4709000000.0,1.942,2016
18403,BBY,2016-03-23,2015-12-31,39528000000.0,2.59,2137000000.0,897000000.0,0.194,4.641,1.942,2.321,11.326,10159584137.0,1480000000.0,1.428,-649000000.0,1322000000.0,4378000000.0,2.088,2015
18404,BBY,2015-03-31,2014-12-31,40339000000.0,3.53,2120000000.0,1233000000.0,0.266,5.895,3.931,2.664,10.794,13309094807.0,1464000000.0,1.508,-561000000.0,1935000000.0,4995000000.0,2.053,2014
18405,BBY,2014-03-28,2013-12-31,42410000000.0,1.56,1731000000.0,532000000.0,0.149,4.637,1.599,2.27,17.006,9047427147.0,1030000000.0,1.41,-547000000.0,1094000000.0,3986000000.0,2.515,2013
18406,BBY,2013-03-27,2012-12-31,45085000000.0,-1.3,696000000.0,-441000000.0,-0.128,11.457,2.212,2.451,-17.015,7503771891.0,-98000000.0,1.114,-705000000.0,1454000000.0,3061000000.0,4.27,2012
18407,BBY,2012-05-01,2012-12-31,50705000000.0,-3.36,509000000.0,-1231000000.0,-0.225,17.075,6.899,2.051,-6.241,7682356864.0,-388000000.0,1.163,-766000000.0,3293000000.0,3745000000.0,3.108,2012
18408,BBY,2011-04-25,2011-12-31,50272000000.0,3.14,2974000000.0,1277000000.0,0.204,4.159,1.098,1.782,9.212,11763511399.0,2078000000.0,1.209,-744000000.0,1190000000.0,6602000000.0,1.599,2011
18409,BBY,2010-04-28,2010-12-31,49694000000.0,3.16,3051000000.0,1317000000.0,0.238,6.422,3.817,3.104,14.896,19618340235.0,2213000000.0,1.177,-615000000.0,2206000000.0,6320000000.0,1.794,2010
18410,BBY,2009-04-29,2009-12-31,45015000000.0,2.43,2501000000.0,1003000000.0,0.216,6.832,1.392,3.365,15.576,15622997144.0,1771000000.0,0.971,-1303000000.0,1877000000.0,4643000000.0,2.409,2009
18411,BBY,2008-04-30,2008-12-31,40023000000.0,3.2,2864000000.0,1407000000.0,0.317,5.968,2.792,3.951,12.591,17715432085.0,2284000000.0,1.085,-797000000.0,2025000000.0,4484000000.0,1.845,2008
18412,BBY,2007-05-02,2007-12-31,35934000000.0,2.86,2527000000.0,1377000000.0,0.243,8.621,2.134,3.603,16.224,22340359440.0,2018000000.0,1.441,-733000000.0,1762000000.0,6201000000.0,1.188,2007
18413,BBY,2006-05-10,2006-12-31,30848000000.0,2.33,2100000000.0,1140000000.0,0.235,12.855,2.135,5.151,23.755,27081014960.0,1644000000.0,1.319,-648000000.0,1695000000.0,5257000000.0,1.257,2006
